game_num,strategy1,strategy2,points1,points2
392,tickets,random,15,24
393,tickets,random,66,10
394,tickets,random,75,25
395,tickets,random,61,18
396,tickets,random,51,25
397,tickets,random,42,25
398,tickets,random,44,44
399,tickets,random,69,30
400,tickets,random,84,32
401,tickets,random,18,13
402,tickets,random,14,26
403,tickets,random,15,31
404,tickets,random,28,42
405,tickets,random,-168,24
406,tickets,random,-10,48
407,tickets,random,0,25
408,tickets,random,72,1
409,tickets,random,-36,20
410,tickets,random,57,35
411,tickets,random,-177,49
412,tickets,random,68,21
413,tickets,random,63,14
414,tickets,random,101,14
415,tickets,random,0,49
416,tickets,random,72,34
417,tickets,random,33,22
418,tickets,random,73,26
419,tickets,random,70,26
420,tickets,random,50,51
421,tickets,random,68,18
422,tickets,random,58,33
423,tickets,random,58,37
424,tickets,random,54,30
425,tickets,random,25,35
426,tickets,random,48,18
427,tickets,random,70,25
428,tickets,random,68,25
429,tickets,random,-2,12
430,tickets,random,22,37
431,tickets,random,54,12
432,tickets,random,64,10
433,tickets,random,48,36
434,tickets,random,69,26
435,tickets,random,68,16
436,tickets,random,36,29
437,tickets,random,66,22
438,tickets,random,18,31
439,tickets,random,53,-3
440,tickets,random,84,18
441,tickets,random,58,26
442,tickets,random,70,20
443,tickets,random,-53,14
444,tickets,random,-158,36
445,tickets,random,59,19
446,tickets,random,63,20
447,tickets,random,93,14
448,tickets,random,55,21
449,tickets,random,84,43
450,tickets,random,61,44
451,tickets,random,70,1
452,tickets,random,61,32
453,tickets,random,37,33
454,tickets,random,74,13
455,tickets,random,67,19
456,tickets,random,69,17
457,tickets,random,68,30
458,tickets,random,66,26
459,tickets,random,42,19
460,tickets,random,56,11
461,tickets,random,52,33
462,tickets,random,75,32
463,tickets,random,18,42
464,tickets,random,11,51
465,tickets,random,40,39
466,tickets,random,28,18
467,tickets,random,83,12
468,tickets,random,64,39
469,tickets,random,61,34
470,tickets,random,74,16
471,tickets,random,-49,49
472,tickets,random,56,23
473,tickets,random,75,15
474,tickets,random,74,4
475,tickets,random,48,16
476,tickets,random,50,20
477,tickets,random,43,22
478,tickets,random,85,26
479,tickets,random,60,27
480,tickets,random,13,7
481,tickets,random,57,35
482,tickets,random,61,25
483,tickets,random,76,38
484,tickets,random,37,25
485,tickets,random,80,22
486,tickets,random,52,28
487,tickets,random,70,20
488,tickets,random,-5,24
489,tickets,random,75,18
490,tickets,random,45,34
491,tickets,random,72,26
492,tickets,random,52,33
493,tickets,random,-3,27
494,tickets,random,88,7
495,tickets,random,28,16
496,tickets,random,-284,44
497,tickets,random,22,24
498,tickets,random,67,23
499,tickets,random,54,45
