game_num,strategy1,strategy2,points1,points2
262,random,tickets,32,79
263,random,tickets,21,79
264,random,tickets,45,-10
265,random,tickets,39,35
266,random,tickets,14,55
267,random,tickets,30,66
268,random,tickets,19,49
269,random,tickets,31,57
270,random,tickets,34,63
271,random,tickets,9,92
272,random,tickets,14,54
273,random,tickets,26,75
274,random,tickets,30,49
275,random,tickets,35,39
276,random,tickets,13,75
277,random,tickets,31,68
278,random,tickets,17,72
279,random,tickets,33,35
280,random,tickets,24,88
281,random,tickets,22,86
282,random,tickets,23,24
283,random,tickets,26,80
284,random,tickets,46,87
285,random,tickets,46,32
286,random,tickets,33,38
287,random,tickets,17,90
288,random,tickets,20,40
289,random,tickets,3,62
290,random,tickets,34,5
291,random,tickets,33,-238
292,random,tickets,28,70
293,random,tickets,17,93
294,random,tickets,17,59
295,random,tickets,50,75
296,random,tickets,20,71
297,random,tickets,13,58
298,random,tickets,43,-24
299,random,tickets,23,58
300,random,tickets,15,74
301,random,tickets,7,64
302,random,tickets,38,-172
303,random,tickets,31,52
304,random,tickets,32,43
305,random,tickets,35,9
306,random,tickets,40,31
307,random,tickets,29,55
308,random,tickets,30,58
309,random,tickets,33,95
310,random,tickets,17,80
311,random,tickets,40,17
312,random,tickets,24,51
313,random,tickets,22,84
314,random,tickets,3,75
315,random,tickets,33,-6
316,random,tickets,32,78
317,random,tickets,38,38
318,random,tickets,33,43
319,random,tickets,43,64
320,random,tickets,7,46
321,random,tickets,28,69
322,random,tickets,28,54
323,random,tickets,22,12
324,random,tickets,25,50
325,random,tickets,37,70
326,random,tickets,40,41
327,random,tickets,21,64
328,random,tickets,24,74
329,random,tickets,37,68
330,random,tickets,22,83
331,random,tickets,22,53
332,random,tickets,45,35
333,random,tickets,18,81
334,random,tickets,33,-212
335,random,tickets,24,28
336,random,tickets,11,66
337,random,tickets,22,38
338,random,tickets,9,83
339,random,tickets,21,80
340,random,tickets,21,71
341,random,tickets,29,63
342,random,tickets,19,92
343,random,tickets,31,54
344,random,tickets,12,82
345,random,tickets,28,42
346,random,tickets,23,78
347,random,tickets,49,-87
348,random,tickets,46,29
349,random,tickets,30,39
350,random,tickets,16,85
351,random,tickets,40,24
352,random,tickets,13,50
353,random,tickets,32,57
354,random,tickets,20,0
355,random,tickets,37,81
356,random,tickets,31,68
357,random,tickets,25,58
358,random,tickets,9,75
