game_num,strategy1,strategy2,points1,points2
318,random,random,55,36
319,random,random,34,56
320,random,random,38,53
321,random,random,45,7
322,random,random,37,54
323,random,random,42,60
324,random,random,20,43
325,random,random,36,46
326,random,random,41,13
327,random,random,29,36
328,random,random,44,22
329,random,random,60,46
330,random,random,45,47
331,random,random,28,65
332,random,random,44,61
333,random,random,18,60
334,random,random,35,30
335,random,random,47,55
336,random,random,44,28
337,random,random,43,45
338,random,random,30,25
339,random,random,40,30
340,random,random,25,50
341,random,random,39,18
342,random,random,46,19
343,random,random,34,42
344,random,random,31,36
345,random,random,55,19
346,random,random,53,53
347,random,random,31,32
348,random,random,31,35
349,random,random,48,41
350,random,random,21,56
351,random,random,37,31
352,random,random,16,36
353,random,random,53,27
354,random,random,34,9
355,random,random,34,44
356,random,random,30,30
357,random,random,24,27
358,random,random,52,36
359,random,random,43,29
360,random,random,55,14
361,random,random,46,31
362,random,random,52,45
363,random,random,33,58
364,random,random,40,28
365,random,random,15,41
366,random,random,23,47
367,random,random,29,44
368,random,random,40,35
369,random,random,48,23
370,random,random,32,36
371,random,random,31,22
372,random,random,42,41
373,random,random,49,50
374,random,random,26,42
375,random,random,32,37
376,random,random,18,43
377,random,random,25,22
378,random,random,41,38
379,random,random,53,44
380,random,random,35,35
381,random,random,27,42
382,random,random,34,33
383,random,random,47,42
384,random,random,17,46
385,random,random,37,19
386,random,random,14,36
387,random,random,15,48
388,random,random,51,17
389,random,random,28,52
390,random,random,55,26
391,random,random,33,42
392,random,random,42,25
393,random,random,45,47
394,random,random,26,40
395,random,random,40,32
396,random,random,42,44
397,random,random,39,39
398,random,random,31,45
399,random,random,30,39
400,random,random,36,26
401,random,random,27,42
402,random,random,20,41
403,random,random,32,44
404,random,random,55,19
405,random,random,48,45
406,random,random,64,48
407,random,random,45,37
408,random,random,55,31
409,random,random,58,28
410,random,random,49,30
411,random,random,29,34
412,random,random,21,46
413,random,random,55,39
414,random,random,27,35
415,random,random,34,33
416,random,random,12,25
417,random,random,31,46
418,random,random,55,47
419,random,random,57,21
420,random,random,51,40
421,random,random,40,44
422,random,random,22,35
423,random,random,28,21
424,random,random,39,29
425,random,random,41,28
426,random,random,47,49
427,random,random,41,36
428,random,random,26,22
429,random,random,31,41
430,random,random,38,27
431,random,random,27,50
432,random,random,34,48
433,random,random,40,44
434,random,random,38,12
435,random,random,46,34
436,random,random,44,38
437,random,random,30,44
438,random,random,55,40
439,random,random,59,48
440,random,random,54,45
441,random,random,14,33
442,random,random,32,21
443,random,random,32,47
444,random,random,31,31
445,random,random,41,24
446,random,random,17,47
447,random,random,39,60
448,random,random,4,64
