game_num,strategy1,strategy2,strategy3,points1,points2,points3
197,route,tickets,route,83,43,67
198,route,tickets,route,88,45,79
199,route,tickets,route,77,46,67
200,route,tickets,route,95,61,84
201,route,tickets,route,63,15,100
202,route,tickets,route,67,42,85
203,route,tickets,route,71,18,67
204,route,tickets,route,72,60,85
205,route,tickets,route,83,41,78
206,route,tickets,route,76,44,83
207,route,tickets,route,83,49,73
208,route,tickets,route,73,34,72
209,route,tickets,route,83,23,91
210,route,tickets,route,90,11,78
211,route,tickets,route,74,-1,75
212,route,tickets,route,52,72,98
213,route,tickets,route,79,48,90
214,route,tickets,route,96,26,82
215,route,tickets,route,81,39,85
216,route,tickets,route,88,79,68
217,route,tickets,route,84,50,115
218,route,tickets,route,92,-11,78
219,route,tickets,route,81,29,64
220,route,tickets,route,100,36,80
221,route,tickets,route,62,55,99
222,route,tickets,route,66,31,76
223,route,tickets,route,80,32,85
224,route,tickets,route,87,43,75
225,route,tickets,route,100,26,90
226,route,tickets,route,76,13,64
227,route,tickets,route,65,60,92
228,route,tickets,route,88,20,78
229,route,tickets,route,87,33,54
230,route,tickets,route,57,51,99
231,route,tickets,route,85,56,65
232,route,tickets,route,84,-55,98
233,route,tickets,route,79,23,97
234,route,tickets,route,81,25,83
235,route,tickets,route,83,18,54
236,route,tickets,route,75,38,84
237,route,tickets,route,55,11,83
238,route,tickets,route,86,52,82
239,route,tickets,route,86,12,101
240,route,tickets,route,69,67,68
241,route,tickets,route,89,24,84
242,route,tickets,route,67,41,91
243,route,tickets,route,89,53,83
244,route,tickets,route,99,31,83
245,route,tickets,route,97,53,62
246,route,tickets,route,53,16,71
247,route,tickets,route,84,32,83
248,route,tickets,route,71,70,67
249,route,tickets,route,89,51,93
250,route,tickets,route,85,15,88
251,route,tickets,route,92,30,94
252,route,tickets,route,83,61,65
253,route,tickets,route,68,48,67
254,route,tickets,route,78,35,76
255,route,tickets,route,81,24,74
256,route,tickets,route,89,-15,78
257,route,tickets,route,97,72,84
258,route,tickets,route,62,17,68
259,route,tickets,route,80,80,72
260,route,tickets,route,88,3,78
261,route,tickets,route,69,70,88
262,route,tickets,route,95,53,84
263,route,tickets,route,84,24,59
264,route,tickets,route,91,57,56
265,route,tickets,route,80,47,77
266,route,tickets,route,90,66,80
267,route,tickets,route,58,23,87
268,route,tickets,route,72,23,70
269,route,tickets,route,84,25,78
270,route,tickets,route,83,18,73
271,route,tickets,route,72,49,74
272,route,tickets,route,96,44,75
273,route,tickets,route,98,10,77
274,route,tickets,route,100,53,50
275,route,tickets,route,92,55,70
276,route,tickets,route,78,35,76
277,route,tickets,route,98,43,78
278,route,tickets,route,82,20,68
279,route,tickets,route,84,49,81
280,route,tickets,route,90,32,76
281,route,tickets,route,81,55,84
282,route,tickets,route,95,33,95
283,route,tickets,route,75,63,64
284,route,tickets,route,75,55,84
285,route,tickets,route,80,48,68
286,route,tickets,route,79,2,81
287,route,tickets,route,80,60,65
288,route,tickets,route,63,-8,92
289,route,tickets,route,71,5,106
290,route,tickets,route,86,31,77
291,route,tickets,route,92,58,78
292,route,tickets,route,65,35,76
293,route,tickets,route,83,49,94
294,route,tickets,route,66,24,84
295,route,tickets,route,96,38,68
296,route,tickets,route,92,67,64
297,route,tickets,route,86,20,79
298,route,tickets,route,73,39,85
299,route,tickets,route,63,35,73
300,route,tickets,route,77,16,61
301,route,tickets,route,82,-1,63
302,route,tickets,route,69,-6,79
303,route,tickets,route,86,15,87
304,route,tickets,route,75,-98,93
305,route,tickets,route,70,46,87
306,route,tickets,route,84,51,82
307,route,tickets,route,82,18,75
308,route,tickets,route,91,16,85
309,route,tickets,route,76,51,107
310,route,tickets,route,66,49,74
311,route,tickets,route,77,62,70
312,route,tickets,route,68,69,100
313,route,tickets,route,72,30,78
314,route,tickets,route,71,20,92
315,route,tickets,route,101,-21,65
316,route,tickets,route,79,43,91
317,route,tickets,route,80,51,70
318,route,tickets,route,96,-31,83
319,route,tickets,route,84,41,66
320,route,tickets,route,85,44,75
321,route,tickets,route,85,74,78
322,route,tickets,route,85,46,69
323,route,tickets,route,75,45,65
324,route,tickets,route,68,91,94
325,route,tickets,route,86,55,58
326,route,tickets,route,79,59,50
327,route,tickets,route,84,27,88
328,route,tickets,route,77,67,74
329,route,tickets,route,84,51,92
330,route,tickets,route,80,31,85
331,route,tickets,route,93,60,64
332,route,tickets,route,82,40,73
333,route,tickets,route,91,25,83
334,route,tickets,route,89,51,72
335,route,tickets,route,63,54,79
336,route,tickets,route,88,18,72
337,route,tickets,route,86,49,92
338,route,tickets,route,79,4,78
339,route,tickets,route,71,69,87
340,route,tickets,route,101,33,64
341,route,tickets,route,97,12,77
342,route,tickets,route,75,45,95
343,route,tickets,route,80,43,82
344,route,tickets,route,87,34,79
345,route,tickets,route,71,17,82
346,route,tickets,route,71,41,57
347,route,tickets,route,78,54,77
348,route,tickets,route,84,62,72
349,route,tickets,route,87,6,79
350,route,tickets,route,67,11,71
351,route,tickets,route,89,53,68
352,route,tickets,route,58,-3,106
353,route,tickets,route,63,35,66
354,route,tickets,route,79,23,47
355,route,tickets,route,73,33,72
356,route,tickets,route,77,29,80
357,route,tickets,route,84,29,71
358,route,tickets,route,85,32,77
359,route,tickets,route,78,27,92
360,route,tickets,route,76,66,88
361,route,tickets,route,94,26,82
362,route,tickets,route,74,78,82
363,route,tickets,route,89,35,95
364,route,tickets,route,80,30,87
365,route,tickets,route,93,39,86
366,route,tickets,route,66,46,65
367,route,tickets,route,68,38,80
368,route,tickets,route,81,30,62
369,route,tickets,route,65,78,105
370,route,tickets,route,79,11,79
371,route,tickets,route,83,41,91
372,route,tickets,route,87,43,79
373,route,tickets,route,66,69,75
374,route,tickets,route,79,42,72
375,route,tickets,route,64,45,75
376,route,tickets,route,71,5,76
377,route,tickets,route,75,79,83
378,route,tickets,route,75,38,61
379,route,tickets,route,75,-6,110
380,route,tickets,route,88,65,68
381,route,tickets,route,92,28,82
382,route,tickets,route,59,28,69
383,route,tickets,route,80,44,68
384,route,tickets,route,77,41,73
385,route,tickets,route,87,42,70
386,route,tickets,route,88,44,80
387,route,tickets,route,77,38,84
388,route,tickets,route,83,41,87
389,route,tickets,route,57,57,88
390,route,tickets,route,85,43,67
391,route,tickets,route,87,42,87
392,route,tickets,route,82,66,72
393,route,tickets,route,82,24,64
394,route,tickets,route,94,43,63
395,route,tickets,route,97,25,64
396,route,tickets,route,89,58,83
397,route,tickets,route,65,53,57
398,route,tickets,route,70,24,82
399,route,tickets,route,85,25,92
400,route,tickets,route,58,52,82
401,route,tickets,route,95,52,94
402,route,tickets,route,105,41,103
403,route,tickets,route,89,27,67
404,route,tickets,route,83,34,76
405,route,tickets,route,75,22,81
406,route,tickets,route,96,11,76
407,route,tickets,route,87,54,63
408,route,tickets,route,92,37,72
409,route,tickets,route,69,50,78
410,route,tickets,route,87,2,62
411,route,tickets,route,104,31,85
412,route,tickets,route,71,43,74
413,route,tickets,route,91,7,79
414,route,tickets,route,84,28,91
415,route,tickets,route,90,57,74
416,route,tickets,route,100,36,54
417,route,tickets,route,72,44,95
418,route,tickets,route,63,47,72
419,route,tickets,route,101,40,77
420,route,tickets,route,67,40,76
421,route,tickets,route,90,65,49
422,route,tickets,route,83,54,74
423,route,tickets,route,67,21,103
424,route,tickets,route,74,65,102
425,route,tickets,route,78,52,75
426,route,tickets,route,66,14,100
427,route,tickets,route,93,43,82
428,route,tickets,route,87,55,69
429,route,tickets,route,63,69,62
430,route,tickets,route,107,24,53
431,route,tickets,route,63,89,80
432,route,tickets,route,71,21,78
433,route,tickets,route,81,43,62
434,route,tickets,route,77,31,71
435,route,tickets,route,71,48,80
