game_num,strategy1,strategy2,points1,points2
318,route,random,85,33
319,route,random,94,59
320,route,random,84,41
321,route,random,96,47
322,route,random,94,27
323,route,random,102,32
324,route,random,97,40
325,route,random,96,51
326,route,random,88,58
327,route,random,81,25
328,route,random,92,43
329,route,random,83,36
330,route,random,91,44
331,route,random,71,44
332,route,random,74,63
333,route,random,89,26
334,route,random,92,44
335,route,random,93,33
336,route,random,92,22
337,route,random,80,50
338,route,random,99,32
339,route,random,92,31
340,route,random,76,33
341,route,random,93,38
342,route,random,105,34
343,route,random,87,42
344,route,random,84,52
345,route,random,80,43
346,route,random,96,45
347,route,random,86,31
348,route,random,93,41
349,route,random,83,33
350,route,random,81,49
351,route,random,88,21
352,route,random,88,10
353,route,random,97,31
354,route,random,93,55
355,route,random,115,8
356,route,random,84,44
357,route,random,98,28
358,route,random,85,57
359,route,random,83,28
360,route,random,78,41
361,route,random,72,18
362,route,random,106,43
363,route,random,84,19
364,route,random,76,37
365,route,random,95,45
366,route,random,96,31
367,route,random,102,43
368,route,random,78,52
369,route,random,94,45
370,route,random,93,35
371,route,random,96,23
372,route,random,90,35
373,route,random,94,53
374,route,random,84,35
375,route,random,79,53
376,route,random,83,34
377,route,random,76,49
378,route,random,87,35
379,route,random,68,25
380,route,random,103,43
381,route,random,95,44
382,route,random,92,43
383,route,random,104,27
384,route,random,87,23
385,route,random,86,48
386,route,random,90,34
387,route,random,93,21
388,route,random,83,22
389,route,random,76,42
390,route,random,80,42
391,route,random,95,43
392,route,random,71,45
393,route,random,87,46
394,route,random,85,40
395,route,random,107,40
396,route,random,91,41
397,route,random,79,53
398,route,random,84,46
399,route,random,95,33
400,route,random,101,40
401,route,random,95,55
402,route,random,92,49
403,route,random,97,14
404,route,random,102,35
405,route,random,83,28
406,route,random,92,54
407,route,random,91,33
408,route,random,95,37
409,route,random,105,55
410,route,random,88,42
411,route,random,81,35
412,route,random,92,37
413,route,random,99,32
414,route,random,88,35
415,route,random,90,25
416,route,random,94,43
417,route,random,105,32
418,route,random,77,55
419,route,random,97,23
420,route,random,99,42
421,route,random,75,48
422,route,random,87,41
423,route,random,84,55
424,route,random,88,24
425,route,random,91,43
426,route,random,86,46
427,route,random,63,29
428,route,random,88,42
429,route,random,85,43
430,route,random,106,44
431,route,random,88,28
432,route,random,94,16
433,route,random,71,53
434,route,random,86,37
435,route,random,104,49
436,route,random,82,35
437,route,random,97,53
438,route,random,92,35
439,route,random,96,39
440,route,random,96,42
441,route,random,89,32
442,route,random,104,29
443,route,random,105,34
444,route,random,85,61
445,route,random,102,32
446,route,random,95,30
447,route,random,85,48
448,route,random,71,40
449,route,random,92,34
450,route,random,104,26
451,route,random,100,31
452,route,random,84,35
453,route,random,83,36
454,route,random,96,35
455,route,random,98,30
456,route,random,115,21
457,route,random,104,31
458,route,random,94,48
459,route,random,92,44
460,route,random,94,21
461,route,random,95,23
462,route,random,90,26
463,route,random,70,41
464,route,random,82,44
465,route,random,81,48
466,route,random,90,45
467,route,random,99,53
468,route,random,89,53
469,route,random,72,32
470,route,random,88,31
471,route,random,85,46
472,route,random,107,31
473,route,random,98,39
474,route,random,84,44
