p2:Toronto,Duluth-Omaha,Helena-Pittsburgh,Saint Louis-Helena,Duluth-Helena,Seattle-Winnipeg,Sault St Marie-Salt Lake City,Portland-Montreal,Sault St Marie-
p1:Toronto,Duluth-Omaha,Helena-El Paso,Oklahoma City-El Paso,Los Angeles-Winnipeg,Calgary-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p2:Houston,El Paso-New Orleans,Miami-Miami,Atlanta-Helena,Duluth-Helena,Seattle-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p1:Houston,El Paso-New Orleans,Miami-Helena,Seattle-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Montreal,Sault St Marie-San Francisco,Portland-
p2:Toronto,Duluth-El Paso,Oklahoma City-El Paso,Los Angeles-Helena,Duluth-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Miami,Atlanta-Miami,New Orleans-El Paso,Los Angeles-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p2:Toronto,Duluth-Houston,El Paso-Omaha,Helena-Helena,Duluth-Helena,Seattle-Salt Lake City,San Francisco-Salt Lake City,Portland-Sault St Marie,Montreal-
p1:Houston,El Paso-Helena,Duluth-Helena,Seattle-Miami,Atlanta-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Montreal,Sault St Marie-San Francisco,Portland-
p2:Toronto,Duluth-Miami,New Orleans-El Paso,Oklahoma City-El Paso,Los Angeles-Winnipeg,Calgary-Salt Lake City,Portland-San Francisco,Portland-
p1:Houston,El Paso-Miami,New Orleans-Winnipeg,Calgary-Salt Lake City,San Francisco-Salt Lake City,Portland-Sault St Marie,Montreal-San Francisco,Portland-
p2:Toronto,Duluth-El Paso,Los Angeles-Miami,Atlanta-Helena,Duluth-Helena,Seattle-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-
p1:Toronto,Duluth-Houston,El Paso-Helena,Duluth-Miami,Atlanta-Miami,New Orleans-El Paso,Oklahoma City-Sault St Marie,Montreal-Calgary,Winnipeg-
p2:Omaha,Helena-Helena,Seattle-El Paso,Los Angeles-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Toronto,Duluth-Helena,Duluth-Miami,New Orleans-El Paso,Oklahoma City-El Paso,Los Angeles-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p2:Houston,El Paso-Omaha,Helena-Helena,Seattle-Miami,Atlanta-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p1:Toronto,Duluth-Houston,El Paso-Helena,Seattle-Miami,New Orleans-Salt Lake City,San Francisco-Salt Lake City,Portland-Sault St Marie,Montreal-
p2:Helena,Duluth-Atlanta,Miami-El Paso,Oklahoma City-El Paso,Los Angeles-Winnipeg,Calgary-Winnipeg,Sault St Marie-San Francisco,Portland-
p1:Miami,New Orleans-El Paso,Los Angeles-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p2:Toronto,Duluth-Houston,El Paso-Omaha,Helena-El Paso,Oklahoma City-Helena,Duluth-Helena,Seattle-Salt Lake City,Portland-Sault St Marie,Montreal-
p1:Houston,El Paso-Omaha,Helena-Helena,Seattle-El Paso,Los Angeles-Winnipeg,Calgary-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p2:Toronto,Duluth-Miami,Atlanta-Miami,New Orleans-Helena,Duluth-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p1:Seattle,Helena-Miami,New Orleans-Helena,Duluth-Winnipeg,Calgary-Winnipeg,Sault St Marie-San Francisco,Portland-
p2:Toronto,Duluth-Houston,El Paso-Omaha,Helena-El Paso,Oklahoma City-El Paso,Los Angeles-Salt Lake City,San Francisco-Salt Lake City,Portland-
p1:Toronto,Duluth-Houston,El Paso-Helena,Duluth-Miami,Atlanta-Miami,New Orleans-Winnipeg,Calgary-Sault St Marie,Montreal-
p2:Helena,Seattle-El Paso,Los Angeles-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Toronto,Duluth-Houston,El Paso-Miami,Atlanta-Helena,Duluth-Helena,Seattle-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Montreal,Sault St Marie-
p2:Miami,New Orleans-El Paso,Los Angeles-Winnipeg,Calgary-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Toronto,Duluth-Houston,El Paso-Seattle,Helena-Miami,New Orleans-Winnipeg,Calgary-Salt Lake City,San Francisco-Sault St Marie,Montreal-
p2:Omaha,Helena-El Paso,Los Angeles-Helena,Duluth-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Toronto,Duluth-Miami,Atlanta-El Paso,Los Angeles-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p2:Houston,El Paso-Helena,Duluth-Helena,Seattle-Miami,New Orleans-Salt Lake City,San Francisco-Salt Lake City,Portland-Sault St Marie,Montreal-San Francisco,Portland-
p1:Helena,Seattle-Miami,Atlanta-El Paso,Los Angeles-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p2:Toronto,Duluth-Houston,El Paso-Helena,Duluth-Miami,New Orleans-El Paso,Oklahoma City-Salt Lake City,San Francisco-Salt Lake City,Portland-
p1:El Paso,Oklahoma City-El Paso,Los Angeles-Miami,New Orleans-Helena,Duluth-Winnipeg,Calgary-Salt Lake City,Portland-San Francisco,Portland-
p2:Toronto,Duluth-Houston,El Paso-Helena,Seattle-Miami,Atlanta-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Montreal,Sault St Marie-
p1:Toronto,Duluth-Houston,El Paso-El Paso,Oklahoma City-Miami,New Orleans-Helena,Duluth-Winnipeg,Calgary-Salt Lake City,Portland-
p2:Omaha,Helena-Helena,Seattle-El Paso,Los Angeles-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p1:Houston,El Paso-Miami,New Orleans-El Paso,Los Angeles-Salt Lake City,San Francisco-Salt Lake City,Portland-
p2:Toronto,Duluth-Omaha,Helena-Miami,Atlanta-Helena,Duluth-Helena,Seattle-Winnipeg,Calgary-Winnipeg,Sault St Marie-Montreal,Sault St Marie-
p1:Houston,El Paso-Helena,Duluth-Helena,Seattle-El Paso,Los Angeles-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p2:Toronto,Duluth-Miami,Atlanta-Miami,New Orleans-El Paso,Oklahoma City-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Montreal,Sault St Marie-
p1:Houston,El Paso-New Orleans,Miami-Helena,Seattle-Pittsburgh,Saint Louis-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p2:Toronto,Duluth-Helena,Duluth-Miami,Atlanta-El Paso,Oklahoma City-El Paso,Los Angeles-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Toronto,Duluth-Helena,Duluth-Miami,Atlanta-Miami,New Orleans-Oklahoma City,El Paso-El Paso,Los Angeles-Winnipeg,Calgary-San Francisco,Portland-
p2:Houston,El Paso-Helena,Seattle-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-Montreal,Sault St Marie-San Francisco,Portland-
p1:Toronto,Duluth-Omaha,Helena-El Paso,Oklahoma City-El Paso,Los Angeles-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-
p2:Houston,El Paso-Seattle,Helena-Helena,Duluth-Miami,Atlanta-Miami,New Orleans-Winnipeg,Calgary-Sault St Marie,Montreal-
p1:Toronto,Duluth-Omaha,Helena-Helena,Duluth-El Paso,Los Angeles-Winnipeg,Calgary-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p2:Houston,El Paso-Seattle,Helena-Miami,Atlanta-Miami,New Orleans-Winnipeg,Sault St Marie-Montreal,Sault St Marie-San Francisco,Portland-
p1:Toronto,Duluth-Houston,El Paso-Omaha,Helena-El Paso,Oklahoma City-Winnipeg,Calgary-Winnipeg,Sault St Marie-San Francisco,Portland-
p2:Helena,Duluth-Helena,Seattle-Miami,New Orleans-Pittsburgh,Saint Louis-El Paso,Los Angeles-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Houston,El Paso-Helena,Seattle-Miami,Atlanta-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Montreal,Sault St Marie-San Francisco,Portland-
p2:Toronto,Duluth-El Paso,Los Angeles-Miami,New Orleans-Helena,Duluth-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Toronto,Duluth-Miami,Atlanta-Helena,Duluth-Helena,Seattle-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p2:Houston,El Paso-Miami,New Orleans-El Paso,Oklahoma City-El Paso,Los Angeles-Winnipeg,Calgary-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Houston,El Paso-Miami,New Orleans-El Paso,Oklahoma City-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p2:Toronto,Duluth-El Paso,Los Angeles-Helena,Duluth-Helena,Seattle-Salt Lake City,Portland-San Francisco,Portland-
p1:Omaha,Helena-Helena,Duluth-Helena,Seattle-El Paso,Los Angeles-Winnipeg,Calgary-Salt Lake City,Portland-San Francisco,Portland-
p2:Toronto,Duluth-Houston,El Paso-Miami,Atlanta-Miami,New Orleans-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Montreal,Sault St Marie-
p1:Toronto,Duluth-Miami,New Orleans-Helena,Seattle-Salt Lake City,San Francisco-Salt Lake City,Portland-Sault St Marie,Montreal-Calgary,Winnipeg-San Francisco,Portland-
p2:Houston,El Paso-Helena,Duluth-El Paso,Oklahoma City-El Paso,Los Angeles-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p1:Omaha,Helena-El Paso,Oklahoma City-El Paso,Los Angeles-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,Portland-San Francisco,Portland-
p2:Toronto,Duluth-Houston,El Paso-Helena,Duluth-Helena,Seattle-Miami,Atlanta-Miami,New Orleans-Salt Lake City,San Francisco-Sault St Marie,Montreal-
p1:Houston,El Paso-Omaha,Helena-Helena,Duluth-Atlanta,Miami-El Paso,Oklahoma City-El Paso,Los Angeles-Winnipeg,Calgary-San Francisco,Portland-
p2:Toronto,Duluth-New Orleans,Miami-Helena,Seattle-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-Montreal,Sault St Marie-San Francisco,Portland-
p1:Houston,El Paso-Miami,New Orleans-Helena,Duluth-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-Montreal,Sault St Marie-San Francisco,Portland-
p2:Toronto,Duluth-Omaha,Helena-Helena,Seattle-Miami,Atlanta-El Paso,Los Angeles-Winnipeg,Calgary-Salt Lake City,San Francisco-San Francisco,Portland-
p1:Toronto,Duluth-Miami,Atlanta-Miami,New Orleans-Helena,Duluth-Winnipeg,Calgary-Winnipeg,Sault St Marie-Montreal,Sault St Marie-San Francisco,Portland-
p2:Houston,El Paso-Helena,Seattle-El Paso,Los Angeles-Salt Lake City,Portland-San Francisco,Portland-
p1:Houston,El Paso-Seattle,Helena-Helena,Duluth-Miami,Atlanta-Miami,New Orleans-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p2:Toronto,Duluth-Omaha,Helena-El Paso,Los Angeles-Winnipeg,Calgary-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Houston,El Paso-Helena,Seattle-El Paso,Los Angeles-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p2:Toronto,Duluth-Portland,San Francisco-El Paso,Oklahoma City-Miami,Atlanta-Miami,New Orleans-Helena,Duluth-Winnipeg,Calgary-Sault St Marie,Montreal-
p1:Toronto,Duluth-Houston,El Paso-El Paso,Oklahoma City-Atlanta,Miami-Helena,Duluth-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p2:New Orleans,Miami-El Paso,Los Angeles-Helena,Seattle-Winnipeg,Calgary-Salt Lake City,Portland-San Francisco,Portland-
p1:New Orleans,Miami-Miami,Atlanta-Helena,Duluth-Helena,Seattle-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p2:Toronto,Duluth-Houston,El Paso-El Paso,Oklahoma City-El Paso,Los Angeles-Winnipeg,Calgary-Salt Lake City,Portland-
p1:Toronto,Duluth-Omaha,Helena-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-Montreal,Sault St Marie-San Francisco,Portland-
p2:Houston,El Paso-Helena,Duluth-Helena,Seattle-Miami,Atlanta-Miami,New Orleans-El Paso,Los Angeles-Salt Lake City,San Francisco-San Francisco,Portland-
p1:Houston,El Paso-Omaha,Helena-Helena,Duluth-Miami,Atlanta-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Montreal,Sault St Marie-
p2:Toronto,Duluth-Helena,Seattle-Miami,New Orleans-El Paso,Oklahoma City-El Paso,Los Angeles-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Toronto,Duluth-Seattle,Helena-Miami,Atlanta-Miami,New Orleans-Helena,Duluth-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p2:Houston,El Paso-Omaha,Helena-El Paso,Oklahoma City-El Paso,Los Angeles-Winnipeg,Calgary-Salt Lake City,San Francisco-Salt Lake City,Portland-
p1:Toronto,Duluth-El Paso,Oklahoma City-El Paso,Los Angeles-Miami,New Orleans-Helena,Duluth-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p2:Houston,El Paso-Helena,Seattle-Miami,Atlanta-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Montreal,Sault St Marie-San Francisco,Portland-
p1:Toronto,Duluth-Houston,El Paso-Miami,New Orleans-Helena,Seattle-Salt Lake City,San Francisco-Salt Lake City,Portland-Sault St Marie,Montreal-
p2:Omaha,Helena-El Paso,Los Angeles-Helena,Duluth-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p1:Houston,El Paso-Helena,Duluth-El Paso,Oklahoma City-El Paso,Los Angeles-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p2:Toronto,Duluth-Seattle,Helena-Miami,New Orleans-Winnipeg,Calgary-Salt Lake City,San Francisco-Salt Lake City,Portland-Sault St Marie,Montreal-San Francisco,Portland-
p1:Toronto,Duluth-Houston,El Paso-El Paso,Oklahoma City-Miami,New Orleans-Helena,Duluth-Winnipeg,Calgary-Sault St Marie,Montreal-
p2:Omaha,Helena-Helena,Seattle-El Paso,Los Angeles-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Toronto,Duluth-Houston,El Paso-Helena,Duluth-Helena,Seattle-Salt Lake City,San Francisco-Salt Lake City,Portland-Sault St Marie,Montreal-San Francisco,Portland-
p2:Omaha,Helena-Miami,Atlanta-Miami,New Orleans-El Paso,Los Angeles-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p1:Toronto,Duluth-Houston,El Paso-Miami,Atlanta-Helena,Seattle-Winnipeg,Calgary-Salt Lake City,San Francisco-Sault St Marie,Montreal-
p2:El Paso,Los Angeles-Miami,New Orleans-Helena,Duluth-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Toronto,Duluth-Houston,El Paso-Helena,Duluth-Miami,New Orleans-Pittsburgh,Saint Louis-El Paso,Oklahoma City-El Paso,Los Angeles-Salt Lake City,San Francisco-
p2:Helena,Seattle-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-Montreal,Sault St Marie-San Francisco,Portland-
p1:Houston,El Paso-Helena,Duluth-Miami,Atlanta-Miami,New Orleans-Pittsburgh,Saint Louis-El Paso,Los Angeles-Winnipeg,Calgary-San Francisco,Portland-
p2:Toronto,Duluth-El Paso,Oklahoma City-Helena,Seattle-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Toronto,Duluth-El Paso,Oklahoma City-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-Montreal,Sault St Marie-San Francisco,Portland-
p2:Houston,El Paso-Helena,Duluth-Helena,Seattle-Miami,Atlanta-Miami,New Orleans-El Paso,Los Angeles-Salt Lake City,San Francisco-San Francisco,Portland-
p1:Toronto,Duluth-Miami,Atlanta-Miami,New Orleans-Helena,Duluth-Winnipeg,Calgary-Salt Lake City,San Francisco-Sault St Marie,Montreal-San Francisco,Portland-
p2:Houston,El Paso-Helena,Seattle-El Paso,Los Angeles-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Toronto,Duluth-Houston,El Paso-Helena,Seattle-El Paso,Los Angeles-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p2:El Paso,Oklahoma City-Miami,New Orleans-Helena,Duluth-Winnipeg,Calgary-Salt Lake City,Portland-Sault St Marie,Montreal-San Francisco,Portland-
p1:Houston,El Paso-Seattle,Helena-Miami,Atlanta-Miami,New Orleans-El Paso,Los Angeles-Winnipeg,Calgary-Salt Lake City,San Francisco-San Francisco,Portland-
p2:Toronto,Duluth-Pittsburgh,Saint Louis-Helena,Duluth-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Toronto,Duluth-Omaha,Helena-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,Portland-Montreal,Sault St Marie-San Francisco,Portland-
p2:Houston,El Paso-El Paso,Los Angeles-Miami,Atlanta-Miami,New Orleans-Helena,Duluth-Helena,Seattle-Salt Lake City,San Francisco-San Francisco,Portland-
p1:Miami,New Orleans-Helena,Duluth-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-Montreal,Sault St Marie-San Francisco,Portland-
p2:Toronto,Duluth-Houston,El Paso-Omaha,Helena-Helena,Seattle-Miami,Atlanta-El Paso,Los Angeles-Winnipeg,Calgary-Salt Lake City,San Francisco-
p1:Seattle,Helena-Miami,New Orleans-Helena,Duluth-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-Montreal,Sault St Marie-San Francisco,Portland-
p2:Toronto,Duluth-Houston,El Paso-Omaha,Helena-Atlanta,Miami-El Paso,Oklahoma City-El Paso,Los Angeles-Winnipeg,Calgary-San Francisco,Portland-
p1:Houston,El Paso-El Paso,Oklahoma City-Helena,Duluth-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,Portland-Montreal,Sault St Marie-San Francisco,Portland-
p2:Toronto,Duluth-Helena,Seattle-Miami,Atlanta-Miami,New Orleans-El Paso,Los Angeles-Salt Lake City,San Francisco-San Francisco,Portland-
p1:Toronto,Duluth-Houston,El Paso-Omaha,Helena-El Paso,Oklahoma City-Winnipeg,Calgary-Salt Lake City,San Francisco-Salt Lake City,Portland-Sault St Marie,Montreal-
p2:Seattle,Helena-El Paso,Los Angeles-Miami,Atlanta-Miami,New Orleans-Helena,Duluth-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-
p1:Toronto,Duluth-Houston,El Paso-New Orleans,Miami-Helena,Duluth-Helena,Seattle-Miami,Atlanta-Winnipeg,Calgary-
p2:El Paso,Oklahoma City-El Paso,Los Angeles-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Toronto,Duluth-Miami,New Orleans-El Paso,Oklahoma City-Winnipeg,Calgary-Salt Lake City,San Francisco-Salt Lake City,Portland-Sault St Marie,Montreal-San Francisco,Portland-
p2:Houston,El Paso-El Paso,Los Angeles-Miami,Atlanta-Helena,Duluth-Helena,Seattle-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-
p1:Seattle,Helena-Miami,New Orleans-El Paso,Los Angeles-Winnipeg,Calgary-Winnipeg,Sault St Marie-Salt Lake City,Portland-
p2:Toronto,Duluth-Houston,El Paso-Omaha,Helena-Helena,Duluth-Miami,Atlanta-El Paso,Oklahoma City-Salt Lake City,San Francisco-Sault St Marie,Montreal-
p1:Houston,El Paso-Miami,Atlanta-Miami,New Orleans-Helena,Seattle-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p2:Toronto,Duluth-Helena,Duluth-El Paso,Los Angeles-Winnipeg,Calgary-Winnipeg,Sault St Marie-Montreal,Sault St Marie-San Francisco,Portland-
p1:Toronto,Duluth-Houston,El Paso-Miami,Atlanta-Miami,New Orleans-El Paso,Oklahoma City-Winnipeg,Calgary-Sault St Marie,Montreal-
p2:Helena,Duluth-Helena,Seattle-El Paso,Los Angeles-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Toronto,Duluth-New Orleans,Miami-Helena,Seattle-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-Montreal,Sault St Marie-
p2:Houston,El Paso-Omaha,Helena-Helena,Duluth-Miami,Atlanta-El Paso,Oklahoma City-El Paso,Los Angeles-Winnipeg,Calgary-
p1:Toronto,Duluth-Omaha,Helena-Helena,Duluth-El Paso,Oklahoma City-El Paso,Los Angeles-Winnipeg,Calgary-Salt Lake City,Portland-
p2:Houston,El Paso-Seattle,Helena-Miami,Atlanta-Miami,New Orleans-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Montreal,Sault St Marie-
p1:Seattle,Helena-Miami,Atlanta-Miami,New Orleans-El Paso,Los Angeles-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-San Francisco,Portland-
p2:Toronto,Duluth-Houston,El Paso-Omaha,Helena-Helena,Duluth-El Paso,Oklahoma City-Winnipeg,Calgary-Salt Lake City,Portland-Sault St Marie,Montreal-
p1:Houston,El Paso-Helena,Duluth-Miami,Atlanta-Miami,New Orleans-El Paso,Los Angeles-Winnipeg,Calgary-San Francisco,Portland-
p2:Toronto,Duluth-El Paso,Oklahoma City-Helena,Seattle-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Houston,El Paso-Helena,Duluth-Miami,Atlanta-Miami,New Orleans-Oklahoma City,El Paso-Winnipeg,Calgary-Sault St Marie,Montreal-San Francisco,Portland-
p2:Toronto,Duluth-Helena,Seattle-El Paso,Los Angeles-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Houston,El Paso-Miami,New Orleans-Pittsburgh,Saint Louis-El Paso,Oklahoma City-El Paso,Los Angeles-Winnipeg,Calgary-Salt Lake City,San Francisco-San Francisco,Portland-
p2:Toronto,Duluth-Helena,Duluth-Helena,Seattle-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-San Francisco,Portland-
p1:Toronto,Duluth-Helena,Seattle-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-Montreal,Sault St Marie-San Francisco,Portland-
p2:Houston,El Paso-Helena,Duluth-Miami,Atlanta-Miami,New Orleans-El Paso,Oklahoma City-El Paso,Los Angeles-Winnipeg,Calgary-
p1:Toronto,Duluth-Omaha,Helena-El Paso,Oklahoma City-Helena,Duluth-Winnipeg,Sault St Marie-Salt Lake City,San Francisco-Salt Lake City,Portland-Montreal,Sault St Marie-
p2:Houston,El Paso-New Orleans,Miami-Helena,Seattle-Miami,Atlanta-El Paso,Los Angeles-Winnipeg,Calgary-Salt Lake City,San Francisco-
